grupo,idioma,bloque,ruta_json,tipo,id,url,entidad_completa
HOME,en,1,$.@graph[3].geo,GeoCoordinates,AUSENTE,AUSENTE,"{""@type"":""GeoCoordinates"",""latitude"":41.3906488,""longitude"":2.1984312}"
HOME,en,1,$.@graph[3].areaServed[0],City,AUSENTE,AUSENTE,"{""@type"":""City"",""name"":""Barcelona""}"
HOME,en,1,$.@graph[3].areaServed[1],Place,AUSENTE,AUSENTE,"{""@type"":""Place"",""name"":""Vila Olímpica del Poblenou""}"
HOME,en,1,$.@graph[3].areaServed[2],Place,AUSENTE,AUSENTE,"{""@type"":""Place"",""name"":""Port Olímpic""}"
HOME,en,1,$.@graph[3].areaServed[3],Place,AUSENTE,AUSENTE,"{""@type"":""Place"",""name"":""Barceloneta Beach""}"
HOME,en,1,$.@graph[3].openingHoursSpecification[0],OpeningHoursSpecification,AUSENTE,AUSENTE,"{""@type"":""OpeningHoursSpecification"",""dayOfWeek"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""],""opens"":""10:30"",""closes"":""13:30""}"
HOME,en,1,$.@graph[3].openingHoursSpecification[1],OpeningHoursSpecification,AUSENTE,AUSENTE,"{""@type"":""OpeningHoursSpecification"",""dayOfWeek"":[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""],""opens"":""16:30"",""closes"":""20:00""}"
HOME,en,1,$.@graph[3].contactPoint[0],ContactPoint,AUSENTE,AUSENTE,"{""@type"":""ContactPoint"",""telephone"":""+34 640 559 468"",""email"":""info@rentalscooterbarcelona.com"",""contactType"":""customer service"",""areaServed"":""ES"",""availableLanguage"":[""en"",""es"",""ca"",""fr"",""it"",""de"",""nl"",""pt"",""sv"",""pl""]}"
HOME,en,1,$.@graph[3].contactPoint[1],ContactPoint,AUSENTE,AUSENTE,"{""@type"":""ContactPoint"",""telephone"":""+34 640 559 468"",""email"":""info@rentalscooterbarcelona.com"",""contactType"":""booking"",""areaServed"":""ES"",""availableLanguage"":[""en"",""es"",""ca"",""fr"",""it"",""de"",""nl"",""pt"",""sv"",""pl""]}"
HOME,en,1,$.@graph[4],FAQPage,https://rentalscooterbarcelona.com/#faq,AUSENTE,"{""@type"":""FAQPage"",""@id"":""https://rentalscooterbarcelona.com/#faq"",""mainEntity"":[{""@type"":""Question"",""name"":""Where is RSB Rental Scooter Barcelona located?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""We are in Vila Olímpica, at Carrer de Salvador Espriu, 63, 08005 Barcelona, near Port Olímpic and Barceloneta Beach.""}},{""@type"":""Question"",""name"":""Do you offer free hotel delivery for scooter rentals?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. FREE scooter hotel delivery is included for 3+ day rentals in Barcelona. Contact us to confirm availability.""}},{""@type"":""Question"",""name"":""Can I leave my luggage or personal items at the shop while I rent?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Free storage for luggage, shoes, jackets and backpacks is available in our supervised shop.""}},{""@type"":""Question"",""name"":""Do inline skates, bikes, roller skates, skateboards and longboards require a deposit?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""No. These rentals do not require a deposit. You only need a valid ID.""}},{""@type"":""Question"",""name"":""Do I need a driving licence to rent a scooter in Barcelona?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. A valid driving licence is required. For 125cc scooters, you need a category B driving licence held for at least 3 years, or the corresponding motorcycle licence.""}},{""@type"":""Question"",""name"":""Are helmets and protective gear included in the price?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Scooter rentals include two helmets. Bike rentals include a child helmet. Inline skate rentals, roller skate rentals, skateboard rentals and longboard rentals include a child helmet, wrist guards, knee pads and elbow pads.""}},{""@type"":""Question"",""name"":""Where are the best places to use inline skates or scooters near the shop?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Vila Olímpica, Port Olímpic and Barceloneta Beach offer some of the best flat routes near our shop.""}},{""@type"":""Question"",""name"":""Can I return the scooter outside shop opening hours?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. We offer after-hours scooter returns. Contact us in advance.""}},{""@type"":""Question"",""name"":""What payment methods do you accept?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""We accept card payments. PayPal is also available for online payments.""}}],""inLanguage"":""en""}"
HOME,en,1,$.@graph[4].mainEntity[0],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Where is RSB Rental Scooter Barcelona located?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""We are in Vila Olímpica, at Carrer de Salvador Espriu, 63, 08005 Barcelona, near Port Olímpic and Barceloneta Beach.""}}"
HOME,en,1,$.@graph[4].mainEntity[0].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""We are in Vila Olímpica, at Carrer de Salvador Espriu, 63, 08005 Barcelona, near Port Olímpic and Barceloneta Beach.""}"
HOME,en,1,$.@graph[4].mainEntity[1],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Do you offer free hotel delivery for scooter rentals?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. FREE scooter hotel delivery is included for 3+ day rentals in Barcelona. Contact us to confirm availability.""}}"
HOME,en,1,$.@graph[4].mainEntity[1].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Yes. FREE scooter hotel delivery is included for 3+ day rentals in Barcelona. Contact us to confirm availability.""}"
HOME,en,1,$.@graph[4].mainEntity[2],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Can I leave my luggage or personal items at the shop while I rent?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Free storage for luggage, shoes, jackets and backpacks is available in our supervised shop.""}}"
HOME,en,1,$.@graph[4].mainEntity[2].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Yes. Free storage for luggage, shoes, jackets and backpacks is available in our supervised shop.""}"
HOME,en,1,$.@graph[4].mainEntity[3],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Do inline skates, bikes, roller skates, skateboards and longboards require a deposit?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""No. These rentals do not require a deposit. You only need a valid ID.""}}"
HOME,en,1,$.@graph[4].mainEntity[3].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""No. These rentals do not require a deposit. You only need a valid ID.""}"
HOME,en,1,$.@graph[4].mainEntity[4],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Do I need a driving licence to rent a scooter in Barcelona?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. A valid driving licence is required. For 125cc scooters, you need a category B driving licence held for at least 3 years, or the corresponding motorcycle licence.""}}"
HOME,en,1,$.@graph[4].mainEntity[4].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Yes. A valid driving licence is required. For 125cc scooters, you need a category B driving licence held for at least 3 years, or the corresponding motorcycle licence.""}"
HOME,en,1,$.@graph[4].mainEntity[5],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Are helmets and protective gear included in the price?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Scooter rentals include two helmets. Bike rentals include a child helmet. Inline skate rentals, roller skate rentals, skateboard rentals and longboard rentals include a child helmet, wrist guards, knee pads and elbow pads.""}}"
HOME,en,1,$.@graph[4].mainEntity[5].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Yes. Scooter rentals include two helmets. Bike rentals include a child helmet. Inline skate rentals, roller skate rentals, skateboard rentals and longboard rentals include a child helmet, wrist guards, knee pads and elbow pads.""}"
HOME,en,1,$.@graph[4].mainEntity[6],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Where are the best places to use inline skates or scooters near the shop?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Vila Olímpica, Port Olímpic and Barceloneta Beach offer some of the best flat routes near our shop.""}}"
HOME,en,1,$.@graph[4].mainEntity[6].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Vila Olímpica, Port Olímpic and Barceloneta Beach offer some of the best flat routes near our shop.""}"
HOME,en,1,$.@graph[4].mainEntity[7],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""Can I return the scooter outside shop opening hours?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. We offer after-hours scooter returns. Contact us in advance.""}}"
HOME,en,1,$.@graph[4].mainEntity[7].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""Yes. We offer after-hours scooter returns. Contact us in advance.""}"
HOME,en,1,$.@graph[4].mainEntity[8],Question,AUSENTE,AUSENTE,"{""@type"":""Question"",""name"":""What payment methods do you accept?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""We accept card payments. PayPal is also available for online payments.""}}"
HOME,en,1,$.@graph[4].mainEntity[8].acceptedAnswer,Answer,AUSENTE,AUSENTE,"{""@type"":""Answer"",""text"":""We accept card payments. PayPal is also available for online payments.""}"
HOME,en,1,$.@graph[5],ItemList,https://rentalscooterbarcelona.com/#service-list,AUSENTE,"{""@type"":""ItemList"",""@id"":""https://rentalscooterbarcelona.com/#service-list"",""name"":""Main rental services in Barcelona"",""itemListOrder"":""https://schema.org/ItemListOrderAscending"",""numberOfItems"":6,""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""@type"":""Service"",""name"":""Scooter rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/scooter/""}},{""@type"":""ListItem"",""position"":2,""item"":{""@type"":""Service"",""name"":""Inline skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/rollerblades/""}},{""@type"":""ListItem"",""position"":3,""item"":{""@type"":""Service"",""name"":""Bike rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/bike/""}},{""@type"":""ListItem"",""position"":4,""item"":{""@type"":""Service"",""name"":""Roller skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/quads/""}},{""@type"":""ListItem"",""position"":5,""item"":{""@type"":""Service"",""name"":""Skateboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/skateboard/""}},{""@type"":""ListItem"",""position"":6,""item"":{""@type"":""Service"",""name"":""Longboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/longboard/""}}]}"
HOME,en,1,$.@graph[5].itemListElement[0],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":1,""item"":{""@type"":""Service"",""name"":""Scooter rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/scooter/""}}"
HOME,en,1,$.@graph[5].itemListElement[0].item,Service,AUSENTE,https://rentalscooterbarcelona.com/scooter/,"{""@type"":""Service"",""name"":""Scooter rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/scooter/""}"
HOME,en,1,$.@graph[5].itemListElement[1],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":2,""item"":{""@type"":""Service"",""name"":""Inline skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/rollerblades/""}}"
HOME,en,1,$.@graph[5].itemListElement[1].item,Service,AUSENTE,https://rentalscooterbarcelona.com/rollerblades/,"{""@type"":""Service"",""name"":""Inline skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/rollerblades/""}"
HOME,en,1,$.@graph[5].itemListElement[2],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":3,""item"":{""@type"":""Service"",""name"":""Bike rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/bike/""}}"
HOME,en,1,$.@graph[5].itemListElement[2].item,Service,AUSENTE,https://rentalscooterbarcelona.com/bike/,"{""@type"":""Service"",""name"":""Bike rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/bike/""}"
HOME,en,1,$.@graph[5].itemListElement[3],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":4,""item"":{""@type"":""Service"",""name"":""Roller skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/quads/""}}"
HOME,en,1,$.@graph[5].itemListElement[3].item,Service,AUSENTE,https://rentalscooterbarcelona.com/quads/,"{""@type"":""Service"",""name"":""Roller skate rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/quads/""}"
HOME,en,1,$.@graph[5].itemListElement[4],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":5,""item"":{""@type"":""Service"",""name"":""Skateboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/skateboard/""}}"
HOME,en,1,$.@graph[5].itemListElement[4].item,Service,AUSENTE,https://rentalscooterbarcelona.com/skateboard/,"{""@type"":""Service"",""name"":""Skateboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/skateboard/""}"
HOME,en,1,$.@graph[5].itemListElement[5],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":6,""item"":{""@type"":""Service"",""name"":""Longboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/longboard/""}}"
HOME,en,1,$.@graph[5].itemListElement[5].item,Service,AUSENTE,https://rentalscooterbarcelona.com/longboard/,"{""@type"":""Service"",""name"":""Longboard rental in Barcelona"",""url"":""https://rentalscooterbarcelona.com/longboard/""}"
HOME,en,1,$.@graph[6],BreadcrumbList,https://rentalscooterbarcelona.com/#breadcrumb,AUSENTE,"{""@type"":""BreadcrumbList"",""@id"":""https://rentalscooterbarcelona.com/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://rentalscooterbarcelona.com/""}]}"
HOME,en,1,$.@graph[6].itemListElement[0],ListItem,AUSENTE,AUSENTE,"{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://rentalscooterbarcelona.com/""}"
HOME,en,2,$.@graph[0],WebPage,https://rentalscooterbarcelona.com/#webpage,AUSENTE,"{""@type"":""WebPage"",""@id"":""https://rentalscooterbarcelona.com/#webpage"",""dateModified"":""2026-08-24""}"
HOME,en,2,$.@graph[1],LocalBusiness,https://rentalscooterbarcelona.com/#business,AUSENTE,"{""@type"":""LocalBusiness"",""@id"":""https://rentalscooterbarcelona.com/#business"",""sameAs"":[""https://www.google.com/maps?cid=912877649802486634"",""https://www.bing.com/maps/search?style=r&q=RSB+Rental+Scooter+Barcelona%2C+Calle+de+Salvador+Espriu+63%2C+08005+Barcelona%2C+Catalu%C3%B1a%2C+Espa%C3%B1a&ss=id.local_ypid%3A%22YND84466019C726C1%22""],""aggregateRating"":{""@type"":""AggregateRating"",""ratingValue"":""4.6"",""reviewCount"":226,""bestRating"":5,""worstRating"":1},""review"":[{""@id"":""https://rentalscooterbarcelona.com/#google-review-1""},{""@id"":""https://rentalscooterbarcelona.com/#google-review-2""},{""@id"":""https://rentalscooterbarcelona.com/#google-review-3""}]}"
HOME,en,2,$.@graph[1].aggregateRating,AggregateRating,AUSENTE,AUSENTE,"{""@type"":""AggregateRating"",""ratingValue"":""4.6"",""reviewCount"":226,""bestRating"":5,""worstRating"":1}"
HOME,en,2,$.@graph[2],Review,https://rentalscooterbarcelona.com/#google-review-1,AUSENTE,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Michel new technology""},""datePublished"":""2020-09-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Very nice and funny the shop assistant. We will be coming again next year and will recommend it to all our friends and family. Thank you very much for the help, for the recommendations and for the pleasant kindness! good prices and good attendance.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}"
HOME,en,2,$.@graph[2].author,Person,AUSENTE,AUSENTE,"{""@type"":""Person"",""name"":""Michel new technology""}"
HOME,en,2,$.@graph[2].reviewRating,Rating,AUSENTE,AUSENTE,"{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1}"
HOME,en,2,$.@graph[2].publisher,Organization,AUSENTE,AUSENTE,"{""@type"":""Organization"",""name"":""Google""}"
HOME,en,2,$.@graph[3],Review,https://rentalscooterbarcelona.com/#google-review-2,AUSENTE,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""TheDoctorIsIn""},""datePublished"":""2018-10-11"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Quick and easy! Light on the paperwork, and open on Sundays. Bikes, scooters, skateboards, rollerblades. Small shop has it all!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}"
HOME,en,2,$.@graph[3].author,Person,AUSENTE,AUSENTE,"{""@type"":""Person"",""name"":""TheDoctorIsIn""}"
HOME,en,2,$.@graph[3].reviewRating,Rating,AUSENTE,AUSENTE,"{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1}"
HOME,en,2,$.@graph[3].publisher,Organization,AUSENTE,AUSENTE,"{""@type"":""Organization"",""name"":""Google""}"
HOME,en,2,$.@graph[4],Review,https://rentalscooterbarcelona.com/#google-review-3,AUSENTE,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Jodie Alexander""},""datePublished"":""2017-01-27"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""The best place to rent rollerblades, a scooter or a bike. The owner is really friendly and helpful. In the beginning I rented rollerblades and afterwards I could always borrow the owner's longboard. It was an amazing experience and whenever I'm back in Barcelona or want to explore the city with friends I know where to be. Thank you for everything!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}"
HOME,en,2,$.@graph[4].author,Person,AUSENTE,AUSENTE,"{""@type"":""Person"",""name"":""Jodie Alexander""}"
