prioridad,punto,gravedad,pagina,idioma,ruta,elemento,actual,propuesta,estado,evidencia
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,fr,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,it,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,nl,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,pl,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,pt,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,sv,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,ca,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 290, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,de,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 288, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,en,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,es,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 298, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,fr,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 291, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,it,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 290, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,nl,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,pl,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,pt,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,sv,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,ca,PAGINAS/14_BLOG_BIKE/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,de,PAGINAS/14_BLOG_BIKE/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,en,PAGINAS/14_BLOG_BIKE/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,es,PAGINAS/14_BLOG_BIKE/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,fr,PAGINAS/14_BLOG_BIKE/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,it,PAGINAS/14_BLOG_BIKE/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,nl,PAGINAS/14_BLOG_BIKE/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,pl,PAGINAS/14_BLOG_BIKE/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,pt,PAGINAS/14_BLOG_BIKE/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,14_BLOG_BIKE,sv,PAGINAS/14_BLOG_BIKE/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,ca,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,de,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,en,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,es,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 118, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 269, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,fr,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,it,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 122, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 313, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,nl,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 311, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,pl,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 122, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 313, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,pt,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,15_BLOG_HOURLY_INLINE_SKATE_RENTAL,sv,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 121, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 312, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,ca,PAGINAS/16_BLOG_INLINE_SKATES/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,de,PAGINAS/16_BLOG_INLINE_SKATES/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,en,PAGINAS/16_BLOG_INLINE_SKATES/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,es,PAGINAS/16_BLOG_INLINE_SKATES/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,fr,PAGINAS/16_BLOG_INLINE_SKATES/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,it,PAGINAS/16_BLOG_INLINE_SKATES/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,nl,PAGINAS/16_BLOG_INLINE_SKATES/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,pl,PAGINAS/16_BLOG_INLINE_SKATES/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,pt,PAGINAS/16_BLOG_INLINE_SKATES/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,16_BLOG_INLINE_SKATES,sv,PAGINAS/16_BLOG_INLINE_SKATES/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,ca,PAGINAS/17_BLOG_LONGBOARD/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,de,PAGINAS/17_BLOG_LONGBOARD/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,en,PAGINAS/17_BLOG_LONGBOARD/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,es,PAGINAS/17_BLOG_LONGBOARD/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,fr,PAGINAS/17_BLOG_LONGBOARD/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
